product_id,product_type,apr,risk_level,annual_fee,min_income_required,description
966,insurance,0.0,2,0,80000,Insurance policy product providing financial protection against unexpected events.
967,insurance,0.0186854413186545,2,25,40000,Insurance policy product providing financial protection against unexpected events.
968,savings_account,0.0322584229562885,1,0,20000,"Savings account offering about 3.23% interest rate, ideal for low-risk savings and emergency funds."
969,installment_loan,0.145644271469158,3,25,80000,"Installment loan with approximately 14.6% APR and annual fee 25 USD, suitable for medium to large purchases."
970,credit_card,0.2045073398530922,4,50,40000,"Credit card product with around 20.5% APR and annual fee 50 USD, designed for everyday spending."
971,installment_loan,0.1462021357754175,3,50,80000,"Installment loan with approximately 14.6% APR and annual fee 50 USD, suitable for medium to large purchases."
972,credit_card,0.2079145496896631,4,25,20000,"Credit card product with around 20.8% APR and annual fee 25 USD, designed for everyday spending."
973,installment_loan,0.146812241935955,3,25,60000,"Installment loan with approximately 14.7% APR and annual fee 25 USD, suitable for medium to large purchases."
974,credit_card,0.2035757671053828,4,0,20000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
975,installment_loan,0.1683282496806144,3,25,60000,"Installment loan with approximately 16.8% APR and annual fee 25 USD, suitable for medium to large purchases."
976,credit_card,0.2077557336578837,4,50,40000,"Credit card product with around 20.8% APR and annual fee 50 USD, designed for everyday spending."
977,savings_account,0.0312338021742106,1,0,60000,"Savings account offering about 3.12% interest rate, ideal for low-risk savings and emergency funds."
978,credit_card,0.1978228011688097,4,50,20000,"Credit card product with around 19.8% APR and annual fee 50 USD, designed for everyday spending."
979,installment_loan,0.1473739948220009,3,25,40000,"Installment loan with approximately 14.7% APR and annual fee 25 USD, suitable for medium to large purchases."
980,credit_card,0.1760397010881441,4,25,80000,"Credit card product with around 17.6% APR and annual fee 25 USD, designed for everyday spending."
981,insurance,0.0088798967380251,2,0,80000,Insurance policy product providing financial protection against unexpected events.
982,savings_account,0.0115096835794981,1,0,80000,"Savings account offering about 1.15% interest rate, ideal for low-risk savings and emergency funds."
983,installment_loan,0.1454761356675995,3,0,80000,"Installment loan with approximately 14.5% APR and annual fee 0 USD, suitable for medium to large purchases."
984,installment_loan,0.1505845227079854,3,100,60000,"Installment loan with approximately 15.1% APR and annual fee 100 USD, suitable for medium to large purchases."
985,credit_card,0.2133249685846802,4,0,60000,"Credit card product with around 21.3% APR and annual fee 0 USD, designed for everyday spending."
986,savings_account,0.0231904336017448,1,25,40000,"Savings account offering about 2.32% interest rate, ideal for low-risk savings and emergency funds."
987,savings_account,0.008282315186386,1,0,60000,"Savings account offering about 0.83% interest rate, ideal for low-risk savings and emergency funds."
988,credit_card,0.2022053232756993,4,25,80000,"Credit card product with around 20.2% APR and annual fee 25 USD, designed for everyday spending."
989,insurance,0.0,2,0,80000,Insurance policy product providing financial protection against unexpected events.
990,installment_loan,0.1529649743781702,3,0,40000,"Installment loan with approximately 15.3% APR and annual fee 0 USD, suitable for medium to large purchases."
991,credit_card,0.1930770795278132,4,25,40000,"Credit card product with around 19.3% APR and annual fee 25 USD, designed for everyday spending."
992,credit_card,0.2112133709525911,4,25,60000,"Credit card product with around 21.1% APR and annual fee 25 USD, designed for everyday spending."
993,savings_account,0.0514483849521673,1,25,40000,"Savings account offering about 5.14% interest rate, ideal for low-risk savings and emergency funds."
994,savings_account,0.0389104191772098,1,25,20000,"Savings account offering about 3.89% interest rate, ideal for low-risk savings and emergency funds."
995,savings_account,0.0296947416330327,1,50,60000,"Savings account offering about 2.97% interest rate, ideal for low-risk savings and emergency funds."
996,credit_card,0.2147719059522856,4,50,40000,"Credit card product with around 21.5% APR and annual fee 50 USD, designed for everyday spending."
997,credit_card,0.2273287968542028,4,25,80000,"Credit card product with around 22.7% APR and annual fee 25 USD, designed for everyday spending."
998,installment_loan,0.1531036757448169,3,25,20000,"Installment loan with approximately 15.3% APR and annual fee 25 USD, suitable for medium to large purchases."
999,savings_account,0.0285249165755456,1,0,80000,"Savings account offering about 2.85% interest rate, ideal for low-risk savings and emergency funds."
1000,savings_account,0.0243476446972614,1,0,40000,"Savings account offering about 2.43% interest rate, ideal for low-risk savings and emergency funds."
1001,credit_card,0.1893364641764329,4,100,40000,"Credit card product with around 18.9% APR and annual fee 100 USD, designed for everyday spending."
1002,installment_loan,0.1445262733535174,3,0,20000,"Installment loan with approximately 14.5% APR and annual fee 0 USD, suitable for medium to large purchases."
1003,credit_card,0.1996083193156749,4,25,60000,"Credit card product with around 20.0% APR and annual fee 25 USD, designed for everyday spending."
1004,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1005,insurance,0.0,2,0,60000,Insurance policy product providing financial protection against unexpected events.
1006,credit_card,0.1914744512481538,4,0,60000,"Credit card product with around 19.1% APR and annual fee 0 USD, designed for everyday spending."
1007,savings_account,0.022104953232457,1,0,20000,"Savings account offering about 2.21% interest rate, ideal for low-risk savings and emergency funds."
1008,credit_card,0.1959386167007953,4,0,80000,"Credit card product with around 19.6% APR and annual fee 0 USD, designed for everyday spending."
1009,insurance,0.0081983064664825,2,0,60000,Insurance policy product providing financial protection against unexpected events.
1010,installment_loan,0.1709325879604989,3,0,60000,"Installment loan with approximately 17.1% APR and annual fee 0 USD, suitable for medium to large purchases."
1011,savings_account,0.0290490375438257,1,0,60000,"Savings account offering about 2.90% interest rate, ideal for low-risk savings and emergency funds."
1012,installment_loan,0.1365298919190151,3,50,80000,"Installment loan with approximately 13.7% APR and annual fee 50 USD, suitable for medium to large purchases."
1013,installment_loan,0.1373367093715662,3,25,60000,"Installment loan with approximately 13.7% APR and annual fee 25 USD, suitable for medium to large purchases."
1014,savings_account,0.0024654133795998,1,50,20000,"Savings account offering about 0.25% interest rate, ideal for low-risk savings and emergency funds."
1015,credit_card,0.1986116193738658,4,50,80000,"Credit card product with around 19.9% APR and annual fee 50 USD, designed for everyday spending."
1016,installment_loan,0.1528852165116698,3,25,40000,"Installment loan with approximately 15.3% APR and annual fee 25 USD, suitable for medium to large purchases."
1017,installment_loan,0.1402541394550411,3,100,80000,"Installment loan with approximately 14.0% APR and annual fee 100 USD, suitable for medium to large purchases."
1018,insurance,0.0114123651123817,2,25,60000,Insurance policy product providing financial protection against unexpected events.
1019,installment_loan,0.1447056902693267,3,0,40000,"Installment loan with approximately 14.5% APR and annual fee 0 USD, suitable for medium to large purchases."
1020,installment_loan,0.1671283464149921,3,25,20000,"Installment loan with approximately 16.7% APR and annual fee 25 USD, suitable for medium to large purchases."
1021,savings_account,0.0329806556072254,1,25,80000,"Savings account offering about 3.30% interest rate, ideal for low-risk savings and emergency funds."
1022,savings_account,0.0130738839489489,1,25,80000,"Savings account offering about 1.31% interest rate, ideal for low-risk savings and emergency funds."
1023,installment_loan,0.1393660031648778,3,0,40000,"Installment loan with approximately 13.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1024,savings_account,0.0180541994697484,1,0,40000,"Savings account offering about 1.81% interest rate, ideal for low-risk savings and emergency funds."
1025,savings_account,0.0190556352968149,1,50,60000,"Savings account offering about 1.91% interest rate, ideal for low-risk savings and emergency funds."
1026,insurance,0.0147519496992435,2,50,60000,Insurance policy product providing financial protection against unexpected events.
1027,savings_account,0.0095582630484236,1,25,60000,"Savings account offering about 0.96% interest rate, ideal for low-risk savings and emergency funds."
1028,credit_card,0.2035020037539609,4,0,80000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
1029,installment_loan,0.1605426163358533,3,0,80000,"Installment loan with approximately 16.1% APR and annual fee 0 USD, suitable for medium to large purchases."
1030,savings_account,0.016183681858431,1,25,20000,"Savings account offering about 1.62% interest rate, ideal for low-risk savings and emergency funds."
1031,installment_loan,0.1680811995372498,3,25,60000,"Installment loan with approximately 16.8% APR and annual fee 25 USD, suitable for medium to large purchases."
1032,credit_card,0.1859256019939258,4,50,60000,"Credit card product with around 18.6% APR and annual fee 50 USD, designed for everyday spending."
1033,savings_account,0.0199180621776106,1,50,80000,"Savings account offering about 1.99% interest rate, ideal for low-risk savings and emergency funds."
1034,credit_card,0.1861709780332071,4,0,40000,"Credit card product with around 18.6% APR and annual fee 0 USD, designed for everyday spending."
1035,credit_card,0.1996489156334518,4,100,40000,"Credit card product with around 20.0% APR and annual fee 100 USD, designed for everyday spending."
1036,savings_account,0.0323420430415457,1,50,20000,"Savings account offering about 3.23% interest rate, ideal for low-risk savings and emergency funds."
1037,credit_card,0.1860053070013286,4,25,80000,"Credit card product with around 18.6% APR and annual fee 25 USD, designed for everyday spending."
1038,credit_card,0.1995603159280462,4,25,60000,"Credit card product with around 20.0% APR and annual fee 25 USD, designed for everyday spending."
1039,credit_card,0.217654441798671,4,50,40000,"Credit card product with around 21.8% APR and annual fee 50 USD, designed for everyday spending."
1040,savings_account,0.0284186278839788,1,25,60000,"Savings account offering about 2.84% interest rate, ideal for low-risk savings and emergency funds."
1041,savings_account,0.0185612027118983,1,0,60000,"Savings account offering about 1.86% interest rate, ideal for low-risk savings and emergency funds."
1042,installment_loan,0.1394665034873163,3,0,80000,"Installment loan with approximately 13.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1043,insurance,0.0,2,0,60000,Insurance policy product providing financial protection against unexpected events.
1044,savings_account,0.0235002156033054,1,50,20000,"Savings account offering about 2.35% interest rate, ideal for low-risk savings and emergency funds."
1045,insurance,0.0063476132528371,2,50,80000,Insurance policy product providing financial protection against unexpected events.
1046,installment_loan,0.1431577775618899,3,0,40000,"Installment loan with approximately 14.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1047,insurance,0.0027906452087249,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1048,installment_loan,0.1452677610974301,3,50,40000,"Installment loan with approximately 14.5% APR and annual fee 50 USD, suitable for medium to large purchases."
1049,installment_loan,0.1454143366078931,3,25,20000,"Installment loan with approximately 14.5% APR and annual fee 25 USD, suitable for medium to large purchases."
1050,insurance,0.0,2,50,20000,Insurance policy product providing financial protection against unexpected events.
1051,savings_account,0.0253457815289187,1,50,80000,"Savings account offering about 2.53% interest rate, ideal for low-risk savings and emergency funds."
1052,savings_account,0.0253604705044753,1,50,20000,"Savings account offering about 2.54% interest rate, ideal for low-risk savings and emergency funds."
1053,insurance,0.0189164378244796,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1054,savings_account,0.0011431309317696,1,25,40000,"Savings account offering about 0.11% interest rate, ideal for low-risk savings and emergency funds."
1055,credit_card,0.1816347906074061,4,25,60000,"Credit card product with around 18.2% APR and annual fee 25 USD, designed for everyday spending."
1056,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1057,installment_loan,0.1398431427588305,3,0,60000,"Installment loan with approximately 14.0% APR and annual fee 0 USD, suitable for medium to large purchases."
1058,insurance,0.0051664607504714,2,50,20000,Insurance policy product providing financial protection against unexpected events.
1059,savings_account,0.0130544805471688,1,0,60000,"Savings account offering about 1.31% interest rate, ideal for low-risk savings and emergency funds."
1060,credit_card,0.1887852974805069,4,50,40000,"Credit card product with around 18.9% APR and annual fee 50 USD, designed for everyday spending."
1061,installment_loan,0.1480653240929756,3,0,40000,"Installment loan with approximately 14.8% APR and annual fee 0 USD, suitable for medium to large purchases."
1062,savings_account,0.0298740837146987,1,0,20000,"Savings account offering about 2.99% interest rate, ideal for low-risk savings and emergency funds."
1063,insurance,0.00868917313599,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1064,savings_account,0.0270361647273373,1,0,80000,"Savings account offering about 2.70% interest rate, ideal for low-risk savings and emergency funds."
1065,savings_account,0.023784867206195,1,100,20000,"Savings account offering about 2.38% interest rate, ideal for low-risk savings and emergency funds."
1066,savings_account,0.0031389589869717,1,100,60000,"Savings account offering about 0.31% interest rate, ideal for low-risk savings and emergency funds."
1067,credit_card,0.2145622202402864,4,100,20000,"Credit card product with around 21.5% APR and annual fee 100 USD, designed for everyday spending."
1068,credit_card,0.2061396676088259,4,25,80000,"Credit card product with around 20.6% APR and annual fee 25 USD, designed for everyday spending."
1069,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1070,credit_card,0.204173682817303,4,50,40000,"Credit card product with around 20.4% APR and annual fee 50 USD, designed for everyday spending."
1071,savings_account,0.0132400024930007,1,50,40000,"Savings account offering about 1.32% interest rate, ideal for low-risk savings and emergency funds."
1072,credit_card,0.223141971733822,4,25,20000,"Credit card product with around 22.3% APR and annual fee 25 USD, designed for everyday spending."
1073,installment_loan,0.1527611243610792,3,0,20000,"Installment loan with approximately 15.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1074,credit_card,0.1945504398638413,4,0,40000,"Credit card product with around 19.5% APR and annual fee 0 USD, designed for everyday spending."
1075,credit_card,0.2035505361757628,4,0,40000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
1076,savings_account,0.0155323821080448,1,0,60000,"Savings account offering about 1.55% interest rate, ideal for low-risk savings and emergency funds."
1077,credit_card,0.2074356610358138,4,50,60000,"Credit card product with around 20.7% APR and annual fee 50 USD, designed for everyday spending."
1078,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1079,installment_loan,0.1548733794888524,3,100,20000,"Installment loan with approximately 15.5% APR and annual fee 100 USD, suitable for medium to large purchases."
1080,savings_account,0.0371254757874147,1,0,80000,"Savings account offering about 3.71% interest rate, ideal for low-risk savings and emergency funds."
1081,credit_card,0.2055523382478928,4,0,60000,"Credit card product with around 20.6% APR and annual fee 0 USD, designed for everyday spending."
1082,credit_card,0.213055983636429,4,0,80000,"Credit card product with around 21.3% APR and annual fee 0 USD, designed for everyday spending."
1083,savings_account,0.0016645410530211,1,50,20000,"Savings account offering about 0.17% interest rate, ideal for low-risk savings and emergency funds."
1084,insurance,0.0026973572527721,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1085,savings_account,0.0284616435132316,1,0,60000,"Savings account offering about 2.85% interest rate, ideal for low-risk savings and emergency funds."
1086,savings_account,0.0056129091814187,1,25,20000,"Savings account offering about 0.56% interest rate, ideal for low-risk savings and emergency funds."
1087,installment_loan,0.1619235350340484,3,25,60000,"Installment loan with approximately 16.2% APR and annual fee 25 USD, suitable for medium to large purchases."
1088,insurance,0.0031417739881074,2,0,80000,Insurance policy product providing financial protection against unexpected events.
1089,credit_card,0.2044400106654545,4,0,40000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
1090,savings_account,0.0123388465946808,1,25,20000,"Savings account offering about 1.23% interest rate, ideal for low-risk savings and emergency funds."
1091,savings_account,0.0109552419684243,1,100,80000,"Savings account offering about 1.10% interest rate, ideal for low-risk savings and emergency funds."
1092,savings_account,0.0257646803426199,1,50,40000,"Savings account offering about 2.58% interest rate, ideal for low-risk savings and emergency funds."
1093,savings_account,0.0287298888202477,1,0,60000,"Savings account offering about 2.87% interest rate, ideal for low-risk savings and emergency funds."
1094,credit_card,0.1986032467943135,4,25,20000,"Credit card product with around 19.9% APR and annual fee 25 USD, designed for everyday spending."
1095,insurance,0.0,2,25,40000,Insurance policy product providing financial protection against unexpected events.
1096,insurance,0.0,2,0,80000,Insurance policy product providing financial protection against unexpected events.
1097,savings_account,0.0236854671009786,1,50,80000,"Savings account offering about 2.37% interest rate, ideal for low-risk savings and emergency funds."
1098,credit_card,0.1908691168171188,4,0,20000,"Credit card product with around 19.1% APR and annual fee 0 USD, designed for everyday spending."
1099,credit_card,0.194751500955094,4,0,40000,"Credit card product with around 19.5% APR and annual fee 0 USD, designed for everyday spending."
1100,installment_loan,0.1496947119330893,3,25,60000,"Installment loan with approximately 15.0% APR and annual fee 25 USD, suitable for medium to large purchases."
1101,credit_card,0.2090107511466319,4,25,60000,"Credit card product with around 20.9% APR and annual fee 25 USD, designed for everyday spending."
1102,installment_loan,0.1585630031307221,3,0,40000,"Installment loan with approximately 15.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1103,installment_loan,0.1466140255265398,3,50,60000,"Installment loan with approximately 14.7% APR and annual fee 50 USD, suitable for medium to large purchases."
1104,installment_loan,0.1537378475999986,3,0,80000,"Installment loan with approximately 15.4% APR and annual fee 0 USD, suitable for medium to large purchases."
1105,insurance,0.0,2,50,40000,Insurance policy product providing financial protection against unexpected events.
1106,credit_card,0.2028521854144898,4,50,40000,"Credit card product with around 20.3% APR and annual fee 50 USD, designed for everyday spending."
1107,credit_card,0.1955989138099366,4,0,20000,"Credit card product with around 19.6% APR and annual fee 0 USD, designed for everyday spending."
1108,credit_card,0.2031037980017497,4,0,60000,"Credit card product with around 20.3% APR and annual fee 0 USD, designed for everyday spending."
1109,installment_loan,0.1635992873361088,3,25,20000,"Installment loan with approximately 16.4% APR and annual fee 25 USD, suitable for medium to large purchases."
1110,savings_account,0.0093547814852,1,0,20000,"Savings account offering about 0.94% interest rate, ideal for low-risk savings and emergency funds."
1111,savings_account,0.0038215414786433,1,25,40000,"Savings account offering about 0.38% interest rate, ideal for low-risk savings and emergency funds."
1112,savings_account,0.0150638095575929,1,25,60000,"Savings account offering about 1.51% interest rate, ideal for low-risk savings and emergency funds."
1113,credit_card,0.2113115144471426,4,25,40000,"Credit card product with around 21.1% APR and annual fee 25 USD, designed for everyday spending."
1114,credit_card,0.1844363675323833,4,50,80000,"Credit card product with around 18.4% APR and annual fee 50 USD, designed for everyday spending."
1115,insurance,0.0,2,0,60000,Insurance policy product providing financial protection against unexpected events.
1116,credit_card,0.2085148017242019,4,25,20000,"Credit card product with around 20.9% APR and annual fee 25 USD, designed for everyday spending."
1117,installment_loan,0.1641792715596145,3,100,20000,"Installment loan with approximately 16.4% APR and annual fee 100 USD, suitable for medium to large purchases."
1118,installment_loan,0.1388647971832842,3,25,40000,"Installment loan with approximately 13.9% APR and annual fee 25 USD, suitable for medium to large purchases."
1119,insurance,0.0,2,100,80000,Insurance policy product providing financial protection against unexpected events.
1120,credit_card,0.1943579486612416,4,0,40000,"Credit card product with around 19.4% APR and annual fee 0 USD, designed for everyday spending."
1121,savings_account,0.0263891252211786,1,25,80000,"Savings account offering about 2.64% interest rate, ideal for low-risk savings and emergency funds."
1122,savings_account,0.0365371339368746,1,25,80000,"Savings account offering about 3.65% interest rate, ideal for low-risk savings and emergency funds."
1123,credit_card,0.1939069594292131,4,0,40000,"Credit card product with around 19.4% APR and annual fee 0 USD, designed for everyday spending."
1124,credit_card,0.2029343094998747,4,25,80000,"Credit card product with around 20.3% APR and annual fee 25 USD, designed for everyday spending."
1125,installment_loan,0.1588583630323009,3,25,60000,"Installment loan with approximately 15.9% APR and annual fee 25 USD, suitable for medium to large purchases."
1126,installment_loan,0.1546731005567151,3,100,20000,"Installment loan with approximately 15.5% APR and annual fee 100 USD, suitable for medium to large purchases."
1127,installment_loan,0.1418208415941222,3,0,80000,"Installment loan with approximately 14.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1128,savings_account,0.0229472984808579,1,100,20000,"Savings account offering about 2.29% interest rate, ideal for low-risk savings and emergency funds."
1129,savings_account,0.0100700298336114,1,25,80000,"Savings account offering about 1.01% interest rate, ideal for low-risk savings and emergency funds."
1130,installment_loan,0.1661097940075777,3,25,20000,"Installment loan with approximately 16.6% APR and annual fee 25 USD, suitable for medium to large purchases."
1131,insurance,0.0046513269475227,2,25,20000,Insurance policy product providing financial protection against unexpected events.
1132,savings_account,0.0187248230659556,1,25,40000,"Savings account offering about 1.87% interest rate, ideal for low-risk savings and emergency funds."
1133,installment_loan,0.1570956205003338,3,50,20000,"Installment loan with approximately 15.7% APR and annual fee 50 USD, suitable for medium to large purchases."
1134,savings_account,0.0183493412896725,1,0,80000,"Savings account offering about 1.83% interest rate, ideal for low-risk savings and emergency funds."
1135,installment_loan,0.1504761421225701,3,25,60000,"Installment loan with approximately 15.0% APR and annual fee 25 USD, suitable for medium to large purchases."
1136,installment_loan,0.1394798013407071,3,0,60000,"Installment loan with approximately 13.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1137,installment_loan,0.1429446070715925,3,0,20000,"Installment loan with approximately 14.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1138,credit_card,0.2080920756175626,4,50,80000,"Credit card product with around 20.8% APR and annual fee 50 USD, designed for everyday spending."
1139,credit_card,0.1759313485476832,4,25,60000,"Credit card product with around 17.6% APR and annual fee 25 USD, designed for everyday spending."
1140,credit_card,0.2168674574559616,4,0,60000,"Credit card product with around 21.7% APR and annual fee 0 USD, designed for everyday spending."
1141,installment_loan,0.1562388176414774,3,0,80000,"Installment loan with approximately 15.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1142,savings_account,0.0166582704746966,1,50,40000,"Savings account offering about 1.67% interest rate, ideal for low-risk savings and emergency funds."
1143,installment_loan,0.1307184252664063,3,25,80000,"Installment loan with approximately 13.1% APR and annual fee 25 USD, suitable for medium to large purchases."
1144,installment_loan,0.1510613550952042,3,25,20000,"Installment loan with approximately 15.1% APR and annual fee 25 USD, suitable for medium to large purchases."
1145,installment_loan,0.1553220855699029,3,25,20000,"Installment loan with approximately 15.5% APR and annual fee 25 USD, suitable for medium to large purchases."
1146,credit_card,0.2090250398443156,4,0,40000,"Credit card product with around 20.9% APR and annual fee 0 USD, designed for everyday spending."
1147,savings_account,0.0100813733738809,1,50,80000,"Savings account offering about 1.01% interest rate, ideal for low-risk savings and emergency funds."
1148,installment_loan,0.1389580704390228,3,100,60000,"Installment loan with approximately 13.9% APR and annual fee 100 USD, suitable for medium to large purchases."
1149,installment_loan,0.1491774098506748,3,100,60000,"Installment loan with approximately 14.9% APR and annual fee 100 USD, suitable for medium to large purchases."
1150,savings_account,0.0144775639096055,1,25,40000,"Savings account offering about 1.45% interest rate, ideal for low-risk savings and emergency funds."
1151,savings_account,0.0169693812247046,1,0,80000,"Savings account offering about 1.70% interest rate, ideal for low-risk savings and emergency funds."
1152,credit_card,0.1936686692869526,4,25,40000,"Credit card product with around 19.4% APR and annual fee 25 USD, designed for everyday spending."
1153,insurance,0.0060132455570188,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1154,savings_account,0.0185559432288275,1,0,20000,"Savings account offering about 1.86% interest rate, ideal for low-risk savings and emergency funds."
1155,insurance,0.010482302206897,2,25,40000,Insurance policy product providing financial protection against unexpected events.
1156,installment_loan,0.1495329092796588,3,25,20000,"Installment loan with approximately 15.0% APR and annual fee 25 USD, suitable for medium to large purchases."
1157,savings_account,0.0213767950935551,1,100,80000,"Savings account offering about 2.14% interest rate, ideal for low-risk savings and emergency funds."
1158,installment_loan,0.1559784594865902,3,50,20000,"Installment loan with approximately 15.6% APR and annual fee 50 USD, suitable for medium to large purchases."
1159,installment_loan,0.1682432508346371,3,0,80000,"Installment loan with approximately 16.8% APR and annual fee 0 USD, suitable for medium to large purchases."
1160,installment_loan,0.1493726372205176,3,25,60000,"Installment loan with approximately 14.9% APR and annual fee 25 USD, suitable for medium to large purchases."
1161,credit_card,0.204463132631091,4,0,40000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
1162,savings_account,0.0364574488319777,1,50,60000,"Savings account offering about 3.65% interest rate, ideal for low-risk savings and emergency funds."
1163,savings_account,0.0179316422568905,1,0,20000,"Savings account offering about 1.79% interest rate, ideal for low-risk savings and emergency funds."
1164,credit_card,0.1991593210040722,4,0,60000,"Credit card product with around 19.9% APR and annual fee 0 USD, designed for everyday spending."
1165,credit_card,0.1825174451875649,4,50,40000,"Credit card product with around 18.3% APR and annual fee 50 USD, designed for everyday spending."
1166,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1167,savings_account,0.0307978818137881,1,25,60000,"Savings account offering about 3.08% interest rate, ideal for low-risk savings and emergency funds."
1168,insurance,0.0021733794385081,2,0,80000,Insurance policy product providing financial protection against unexpected events.
1169,savings_account,0.0303239605388666,1,50,20000,"Savings account offering about 3.03% interest rate, ideal for low-risk savings and emergency funds."
1170,installment_loan,0.1349092985373722,3,0,80000,"Installment loan with approximately 13.5% APR and annual fee 0 USD, suitable for medium to large purchases."
1171,credit_card,0.1951124531952282,4,50,60000,"Credit card product with around 19.5% APR and annual fee 50 USD, designed for everyday spending."
1172,credit_card,0.2092727760402345,4,0,40000,"Credit card product with around 20.9% APR and annual fee 0 USD, designed for everyday spending."
1173,credit_card,0.1991429249640544,4,0,60000,"Credit card product with around 19.9% APR and annual fee 0 USD, designed for everyday spending."
1174,installment_loan,0.1489358214973249,3,50,40000,"Installment loan with approximately 14.9% APR and annual fee 50 USD, suitable for medium to large purchases."
1175,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1176,credit_card,0.2055194672966903,4,100,60000,"Credit card product with around 20.6% APR and annual fee 100 USD, designed for everyday spending."
1177,installment_loan,0.1338850168071724,3,0,20000,"Installment loan with approximately 13.4% APR and annual fee 0 USD, suitable for medium to large purchases."
1178,credit_card,0.1963748427747095,4,25,60000,"Credit card product with around 19.6% APR and annual fee 25 USD, designed for everyday spending."
1179,installment_loan,0.1366404480741936,3,50,60000,"Installment loan with approximately 13.7% APR and annual fee 50 USD, suitable for medium to large purchases."
1180,savings_account,0.0,1,0,40000,"Savings account offering about -0.11% interest rate, ideal for low-risk savings and emergency funds."
1181,savings_account,0.0207131924412697,1,0,20000,"Savings account offering about 2.07% interest rate, ideal for low-risk savings and emergency funds."
1182,installment_loan,0.1579968673534117,3,0,80000,"Installment loan with approximately 15.8% APR and annual fee 0 USD, suitable for medium to large purchases."
1183,credit_card,0.2117383057809614,4,50,80000,"Credit card product with around 21.2% APR and annual fee 50 USD, designed for everyday spending."
1184,insurance,0.0147674649919036,2,0,80000,Insurance policy product providing financial protection against unexpected events.
1185,credit_card,0.2017563234937794,4,25,40000,"Credit card product with around 20.2% APR and annual fee 25 USD, designed for everyday spending."
1186,credit_card,0.193472028116218,4,0,20000,"Credit card product with around 19.3% APR and annual fee 0 USD, designed for everyday spending."
1187,savings_account,0.0228888244699128,1,50,40000,"Savings account offering about 2.29% interest rate, ideal for low-risk savings and emergency funds."
1188,installment_loan,0.1544705820773469,3,50,40000,"Installment loan with approximately 15.4% APR and annual fee 50 USD, suitable for medium to large purchases."
1189,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1190,installment_loan,0.1585046278058481,3,0,80000,"Installment loan with approximately 15.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1191,installment_loan,0.1609227270469403,3,25,20000,"Installment loan with approximately 16.1% APR and annual fee 25 USD, suitable for medium to large purchases."
1192,credit_card,0.2080437086775578,4,0,20000,"Credit card product with around 20.8% APR and annual fee 0 USD, designed for everyday spending."
1193,credit_card,0.1983800131452638,4,50,60000,"Credit card product with around 19.8% APR and annual fee 50 USD, designed for everyday spending."
1194,insurance,0.0,2,100,20000,Insurance policy product providing financial protection against unexpected events.
1195,savings_account,0.0236204506158634,1,25,40000,"Savings account offering about 2.36% interest rate, ideal for low-risk savings and emergency funds."
1196,savings_account,0.0241451088220644,1,100,20000,"Savings account offering about 2.41% interest rate, ideal for low-risk savings and emergency funds."
1197,savings_account,0.0055799550339724,1,50,80000,"Savings account offering about 0.56% interest rate, ideal for low-risk savings and emergency funds."
1198,savings_account,0.0070062661439587,1,0,60000,"Savings account offering about 0.70% interest rate, ideal for low-risk savings and emergency funds."
1199,installment_loan,0.1423967733777605,3,0,40000,"Installment loan with approximately 14.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1200,credit_card,0.2009962349599417,4,0,60000,"Credit card product with around 20.1% APR and annual fee 0 USD, designed for everyday spending."
1201,savings_account,0.0168992501697374,1,25,20000,"Savings account offering about 1.69% interest rate, ideal for low-risk savings and emergency funds."
1202,savings_account,0.0310073146516375,1,25,20000,"Savings account offering about 3.10% interest rate, ideal for low-risk savings and emergency funds."
1203,credit_card,0.1995165961765795,4,25,80000,"Credit card product with around 20.0% APR and annual fee 25 USD, designed for everyday spending."
